0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258
0.02342932351,0.07225815166,1.492269661,0.04781702707,0.448900265,0.03608934227,0.07811094941,0.02845633251,0.3493011358,0.3729845632,0.04806138847,9.357312098,0.169555367,0.03365201662,0.07912126886,0.05366397909,0.06659583772,0.08546426244,0.147022344,0.3196576113,0.06754984314,0.3694079626,0.03320640555,0.5900444155,0.08516909477,0.06009765971,0.03599368156,0.3073411199,0.02194168378,1.718197564,0.06215963278,12.70115601,0.0420752314,0.2244015445,0.4431779434
0.04322512852,0.1364260969,0.9458277035,0.09011147939,1.410914219,0.06768781512,0.1487733612,0.05289574112,0.8799960526,1.183917874,0.09089384106,8.240611603,0.4300028766,0.06083479758,0.1595679355,0.09746801135,0.136870159,0.1579595652,0.3476444179,0.782032857,0.1258294985,1.195177692,0.061306612,1.66579995,0.1597434847,0.1077589151,0.0688507963,0.9126506538,0.0414808876,0.8673362243,0.116185918,14.84170809,0.07887779094,0.6937582874,1.425494365
0.0917130502,0.3498638827,1.630270303,0.2024602736,3.203058042,0.1496962608,0.3768760049,0.1110774249,3.331342173,4.335693027,0.200118762,1.425032331,1.92975198,0.13274094,0.495039917,0.2243786264,0.4123138714,0.4047668922,1.395417115,3.175113224,0.3062829097,3.494016501,0.1306959921,4.077078029,0.4006147528,0.2509072546,0.1559578261,3.570852437,0.08836108695,1.271232562,0.2778344015,11.19902874,0.1856208208,3.047531321,4.422980844
0.2184727532,1.175561692,2.62287922,0.5172346788,2.958342967,0.3976407413,1.181621131,0.2882842694,5.099113287,4.817240839,0.5256323492,0.1663636472,6.051985026,0.370629335,2.08155573,0.677593783,1.419750551,1.352767338,4.449679023,6.172711186,0.8890322821,3.838685886,0.3027762488,2.293234097,1.224303717,0.7788830549,0.4398331943,5.432400128,0.2153956532,2.177672712,0.8423687447,4.633739454,0.5778058654,4.756093225,3.845384468
0.3948282413,2.07194266,1.126455811,0.8915126983,0.6111685066,0.6486393284,2.125939377,0.4372280345,0.6286154952,0.4694474523,0.7613600264,1.300864106,4.298568417,0.6435133846,2.396924807,1.397345253,1.312702918,2.550005987,3.73948566,0.7576484065,1.309405373,0.5789724808,0.633438931,0.3098950727,2.408813172,1.655266322,0.6218235946,0.7376168042,0.3206773497,1.884924979,1.608983085,0.0300244513,0.9053465751,0.7952374485,0.2954886668
1.114054396,6.172253193,1.1260886,2.939353284,0.7998707802,1.970099173,6.413034077,1.303294553,0.7256204471,0.5799630481,2.960329445,2.822083137,1.100079682,1.605435456,4.101321288,4.979148854,2.105087231,6.706430176,0.7580237572,0.6519464482,4.5425958,0.7413087897,2.241073381,0.6393999882,6.871361492,5.627330898,2.081149956,0.9110109659,0.8008751458,1.53394036,5.795941519,2.963914677,3.378172715,0.3424866457,0.4294368729
1.899426025,4.954245865,1.596108368,4.58675959,1.135070077,3.660652716,4.952476223,2.797350891,0.9195644126,1.063243378,6.480320412,3.234371241,0.7319575206,2.960870608,3.767530871,5.605440836,5.619765726,4.580122304,0.8252600234,0.8963500233,5.684055327,0.9982864511,3.065623689,1.861254165,4.653150654,5.496516796,3.365259941,1.018893174,1.547294726,1.653534496,6.053857006,3.292444138,4.132380695,0.513703995,1.049361542
0.5563024789,0.5958756458,0.5517768543,1.093697092,0.5139222513,1.161170347,0.6358093859,1.170193482,0.3780868559,0.5799916792,1.819455609,0.09899386694,0.26915891,0.9205562438,0.5511339163,0.82166357,3.243393549,0.5415951718,0.3823879867,0.4284238036,0.7821928133,0.4728486591,0.7026732218,1.264623567,0.5471406169,0.7287305879,0.9958821648,0.3281483754,0.5901553077,0.429230293,0.6802470037,0.1248936252,0.6783960854,0.5601430794,1.144993351
0.7063544055,0.5110721167,1.139790662,0.9645482198,0.8933873462,1.142511679,0.5349459343,1.471933246,0.7066322905,1.015663174,0.8512500659,0.9582099274,0.3927807603,1.218366535,0.4705366713,0.6405641804,0.7869773028,0.4818829675,0.5345622201,0.70272359,0.6725558519,0.8205998216,0.8727834798,1.006849535,0.5022614611,0.6076646656,1.055397158,0.5304660343,0.7504094228,0.7759448758,0.5601294704,2.184879536,0.6421151555,1.166913417,1.863408396
